ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
3578a	1	0	1	1	0	1	0	0	0	B
3581a	0	0	1	0	0	1	0	0	0	DL
3583a	0	0	1	0	0	1	0	0	0	DL
3585a	0	0	1	1	0	1	0	0	0	B
3587a	1	0	1	0	0	1	0	0	0	B
3588a	0	0	1	0	0	1	0	0	0	B
3590a	0	1	1	0	0	1	0	0	0	DL
3591a	1	0	1	0	0	1	0	0	0	B
3593a	0	0	1	0	0	1	0	1	0	B
3594a	1	0	1	0	0	1	0	0	0	B
3595a	0	0	1	0	0	1	0	0	0	DL
3596a	1	0	1	1	0	1	0	0	0	B
3597a	1	0	1	0	0	0	0	0	0	S
3599a	0	0	1	1	0	1	0	1	0	S
3600a	1	0	1	0	0	0	0	1	0	DL
3601a	0	0	1	0	0	0	0	1	0	B
3605a	0	0	1	0	0	1	0	0	0	DL
3606a	0	0	1	0	0	1	0	0	0	B
3608a	0	0	1	0	0	1	0	0	0	S
3609a	0	0	1	0	0	1	0	0	0	B
3610a	1	0	1	1	0	1	0	1	0	DL
3612a	0	1	1	0	0	1	0	0	0	B
3613a	0	0	1	0	0	1	0	0	0	B
3615a	1	0	1	0	0	1	0	0	0	DL
3616a	1	0	1	1	0	1	0	0	0	B
3617a	1	0	1	0	0	1	0	0	0	B
3619a	1	0	1	0	0	1	0	0	0	B
3621a	1	0	1	0	0	1	0	0	0	DL
3622a	1	0	1	1	0	1	0	0	0	N
3628a	0	0	1	0	0	1	0	0	0	B
3631a	0	0	1	0	0	1	0	0	0	S
3632a	0	0	1	0	0	1	0	1	0	B
3634a	0	0	1	0	0	1	0	1	0	N
3636a	1	0	1	1	0	1	0	0	0	B
3637a	0	1	1	0	0	1	0	0	0	DL
3641a	0	0	1	0	0	1	0	0	0	DL
3642a	1	0	1	1	0	1	0	0	1	DL
3644a	0	0	1	0	0	1	0	1	0	B
3645a	0	0	1	0	0	1	0	0	0	B
3648a	1	0	1	1	0	1	0	0	0	B
3652a	0	0	1	0	0	0	0	0	0	B
3654a	0	0	1	0	0	0	0	0	0	B
3655a	0	0	1	0	0	0	0	0	0	B
3656a	0	0	1	0	0	0	0	0	0	B
3659a	0	0	1	0	0	1	0	0	0	B
3660a	0	0	1	0	0	1	0	1	0	DL
3662a	0	0	1	0	0	1	0	0	0	B
3663a	1	0	1	0	0	1	0	1	0	B
3664a	1	0	1	1	0	1	0	0	0	B
3665a	1	0	1	0	0	1	0	0	0	B
3667a	0	0	1	0	0	1	0	0	0	DL
3671a	1	0	1	0	0	1	0	0	1	DL
3674a	0	0	1	0	0	1	0	1	0	DL
3675a	1	0	1	0	0	1	0	0	1	DL
3676a	1	0	1	0	0	0	0	1	0	B
3677a	0	0	1	0	0	1	0	0	0	B
3678a	1	0	1	0	0	1	0	0	0	DL
3679a	0	0	1	0	0	1	0	0	0	B
3681a	0	0	1	0	0	1	0	0	0	DL
3683a	1	0	1	1	0	1	1	0	0	DL
3688a	0	0	1	0	0	1	0	0	0	S
3698a	0	0	1	0	0	1	0	0	0	B
3700a	0	0	1	0	0	1	0	0	0	DL
3704a	0	0	1	0	0	1	0	0	0	N
3706a	0	0	1	0	0	1	0	0	0	DL
3715a	0	0	1	0	0	0	0	1	0	B
3716a	0	0	1	0	0	1	0	1	0	DL
3717a	1	0	1	1	0	1	0	0	0	B
3722a	1	0	1	1	0	1	0	0	0	B
3723a	0	1	1	0	0	1	0	0	0	B
3724a	0	0	1	1	0	1	0	0	0	DL
3726a	1	0	1	1	0	1	0	0	0	DL
3729a	0	0	1	0	0	1	1	0	0	B
3730a	0	0	1	0	0	1	0	0	0	B
3731a	0	0	1	1	0	1	0	1	0	DL
3732a	1	0	1	0	0	1	0	0	0	B
3734a	0	0	1	1	0	1	1	0	0	B
3735a	0	0	1	0	0	1	0	0	0	DL
3738a	0	0	1	0	0	1	0	1	0	DL
3741a	0	0	1	0	0	1	0	1	0	B
3744a	1	0	1	1	0	1	0	0	0	B
3745a	0	1	1	0	0	1	0	0	0	B
3749a	0	0	1	0	0	1	0	0	1	S
3754a	0	0	1	0	0	1	0	0	0	N
3757a	1	0	1	1	0	1	0	0	0	B
3763a	0	0	1	0	0	1	0	0	0	DL
3768a	0	0	1	0	0	1	0	1	0	B
3769a	0	0	1	0	0	1	0	0	0	DL
3771a	0	0	1	1	0	1	0	0	0	B
3772a	0	0	1	0	0	1	1	0	0	DL
3773a	0	0	1	1	0	1	1	0	0	B
3775a	0	0	1	0	0	1	1	0	0	B
3778a	1	0	1	0	0	1	0	0	0	DL
3782a	1	0	1	0	0	1	0	0	0	B
3786a	0	0	1	0	0	1	0	0	0	DL
3787a	1	0	1	0	0	1	0	0	0	DL
3791a	1	0	1	0	0	1	0	0	0	B
3792a	0	0	1	0	0	1	0	1	0	B
3793a	1	0	1	1	0	1	0	0	0	B
3794a	1	0	1	0	0	1	1	0	0	B
3796a	1	0	1	1	0	0	0	1	0	S
3798a	0	0	1	0	0	1	0	1	0	B
3802a	1	0	1	1	0	1	0	0	0	B
3806a	0	0	1	0	0	1	0	1	0	B
3808a	0	0	1	0	0	1	0	1	0	DL
3810a	0	1	1	0	0	1	0	0	0	B
3811a	0	0	1	0	0	1	1	0	0	B
3813a	1	0	1	1	0	1	0	0	0	B
3815a	0	0	1	0	0	1	1	0	0	DL
3816a	1	0	1	1	0	1	0	0	0	B
3817a	0	0	1	0	0	0	1	0	0	N
3818a	0	0	1	1	0	0	1	1	0	B
3819a	0	0	1	0	0	0	1	1	0	B
3822a	0	0	1	0	0	0	1	1	0	S
3824a	1	0	1	0	0	1	0	0	0	B
3829a	0	0	1	0	0	1	0	1	0	B
3830a	0	0	1	0	0	1	0	0	0	DL
3832a	0	1	1	0	0	1	0	0	0	DL
3833a	1	0	1	1	0	1	0	0	0	B
3835a	1	0	1	1	0	1	0	0	0	B
3837a	0	0	1	0	0	1	0	1	0	B
3841a	1	0	1	1	0	1	0	0	0	B
3842a	0	0	1	0	0	1	0	1	0	B
3843a	0	0	1	0	0	1	0	1	0	B
3848a	0	0	1	0	0	1	0	0	0	DL
3849a	1	0	1	1	0	1	0	0	0	B
3850a	0	0	1	0	0	1	0	1	0	S
3851a	0	0	1	0	0	1	0	0	0	DL
3854a	0	0	1	0	0	1	0	1	0	B
3858a	1	0	1	0	0	0	0	1	0	S
3859a	0	0	1	0	0	1	0	1	0	DL
3863a	0	0	1	0	0	1	0	0	0	B
3865a	0	0	1	0	0	1	0	1	0	B
3867a	0	0	1	0	0	1	0	0	0	B
3875a	0	0	1	0	0	1	1	0	0	DL
3876a	1	0	1	0	0	1	0	0	0	DL
3877a	1	0	1	0	0	1	0	0	0	B
3878a	0	0	1	0	0	1	0	0	0	B
3879a	1	0	1	1	0	1	0	0	0	B
3881a	1	0	1	1	0	1	0	1	0	B
3888a	0	0	1	0	0	1	0	0	0	DL
3889a	1	0	1	0	0	1	0	0	0	B
3891a	0	0	1	0	0	0	0	1	0	DL
3894a	0	0	1	0	0	1	0	0	0	B
3896a	1	0	1	0	0	1	0	1	0	B
3900a	0	0	1	0	0	0	0	0	0	B
3902a	0	0	1	0	0	0	0	0	0	B
3906a	1	0	1	0	0	1	0	0	0	N
3907a	0	0	1	0	0	1	0	0	0	B
3911a	1	0	1	0	0	1	0	0	0	B
3913a	1	0	1	1	0	1	0	0	0	B
3916a	1	0	1	0	0	0	1	0	0	S
3918a	1	0	1	1	0	0	1	0	0	S
3919a	1	0	1	1	0	1	0	0	0	B
3923a	1	0	1	0	0	1	0	0	0	N
3925a	1	0	1	0	0	1	0	1	0	B
3926a	0	0	1	0	0	1	0	1	0	S
3927a	1	0	1	0	0	0	0	0	0	B
3928a	1	0	1	0	0	0	0	0	0	B
3931a	1	0	1	0	0	0	0	0	0	B
3932a	1	0	1	0	0	0	1	0	0	B
3933a	1	0	1	0	0	0	0	0	0	B
3937a	1	0	1	0	0	1	0	0	0	B
3944a	1	0	1	1	0	1	0	0	0	B
3945a	0	0	1	0	0	1	0	0	0	B
3946a	1	0	1	1	0	1	0	0	0	B
3950a	0	0	1	1	0	1	0	0	0	DL
3952a	0	0	1	0	0	1	0	0	0	B
3953a	0	0	1	0	0	1	0	0	0	B
3954a	0	0	1	0	0	1	1	0	0	DL
3959a	0	0	1	0	0	1	0	0	0	B
3960a	0	0	1	0	0	0	0	1	0	B
3962a	0	0	1	0	0	0	0	1	0	B
3963a	0	0	1	0	0	1	0	0	0	DL
3964a	0	0	1	0	0	1	0	0	0	DL
3965a	0	0	1	0	0	1	0	0	0	B
3966a	1	0	1	1	0	1	0	0	0	B
3967a	0	0	1	0	0	1	0	1	0	B
3968a	1	0	1	1	0	0	1	0	0	B
3969a	0	0	1	0	0	1	0	0	0	B
3971a	0	0	1	0	0	1	1	0	0	B
3974a	1	0	1	0	0	1	0	0	0	DL
3975a	0	0	1	0	0	1	0	0	0	N
3977a	0	0	1	0	0	1	0	0	0	N
3978a	0	0	1	0	0	1	0	1	0	N
3979a	1	0	1	1	0	1	0	0	0	B
3981a	0	0	1	0	0	1	0	0	0	B
3983a	0	1	1	0	0	1	0	0	0	DL
3988a	1	0	1	0	0	1	0	0	0	B
3991a	1	0	1	1	0	1	0	0	0	B
3997a	1	0	1	0	0	1	0	1	0	B
4000a	1	0	1	0	0	1	1	0	0	B
4003a	1	0	1	0	0	1	0	0	0	S
4005a	1	0	1	1	0	1	0	0	0	B
4008a	0	0	1	0	0	1	0	1	0	B
4009a	0	0	1	0	0	1	0	0	0	DL
4010a	1	0	1	0	0	1	0	0	0	S
4016a	0	0	1	0	0	1	0	0	0	DL
4018a	0	0	1	0	0	0	1	1	0	DL
4019a	0	0	1	0	0	1	0	1	0	DL
4022a	0	0	1	1	0	1	0	1	0	DL
4023a	0	0	1	0	0	1	1	0	0	S
4024a	0	0	1	0	0	1	0	1	0	B
4025a	0	0	1	0	0	1	0	1	0	DL
4026a	0	0	1	0	0	1	0	0	1	S
4027a	0	0	1	0	0	1	1	0	0	DL
4029a	0	0	1	0	0	1	0	0	0	S
4030a	0	1	1	0	0	1	1	0	0	B
4032a	0	1	1	0	0	1	1	1	0	B
4035a	0	1	1	0	0	1	1	0	0	B
4039a	0	0	1	0	0	1	0	0	0	DL
4042a	0	0	1	0	0	1	0	0	0	DL
4044a	0	0	1	0	0	1	0	0	0	DL
4048a	0	0	1	1	0	1	0	0	0	B
4051a	1	0	1	0	0	0	0	1	0	B
4052a	0	0	1	0	0	1	0	0	0	DL
4053a	1	0	1	0	0	1	0	0	0	B
4055a	1	0	1	1	0	1	0	0	0	B
4057a	1	0	1	1	0	1	0	0	0	B
4059a	1	0	1	1	0	1	0	0	0	DL
4064a	0	0	1	0	0	1	0	0	0	N
4070a	0	0	1	0	0	1	1	0	0	B
4073a	1	0	1	0	0	1	0	1	0	B
4075a	0	0	1	0	0	1	0	0	0	DL
4077a	1	0	1	1	0	1	0	0	0	B
4078a	0	0	1	0	0	1	0	0	0	B
4080a	1	0	1	1	0	1	0	0	0	B
4081a	0	0	1	0	0	1	0	0	0	S
4082a	0	1	1	0	0	1	0	0	0	DL
4089a	1	0	1	1	0	1	0	0	0	B
4091a	0	0	1	0	0	0	0	1	0	DL
4092a	1	0	1	1	0	0	1	0	0	DL
4093a	0	0	1	0	0	1	1	0	0	B
4095a	1	0	1	1	0	0	0	0	0	B
4096a	1	0	1	0	0	0	0	1	0	N
4097a	0	0	1	0	0	0	0	1	0	B
4098a	0	0	1	0	0	1	0	1	0	B
4099a	1	0	1	0	0	1	0	0	0	B
4101a	1	0	1	1	0	1	1	0	0	B
4103a	1	0	1	1	0	1	0	1	0	DL
4104a	0	0	1	0	0	1	0	1	0	DL
4106a	0	0	1	0	0	1	0	0	0	DL
4107a	0	1	1	0	0	1	0	0	0	DL
4110a	1	0	1	1	0	1	0	0	0	B
4111a	0	1	1	0	0	1	0	0	0	DL
4116a	0	0	1	0	1	1	0	0	0	B
4121a	0	0	1	0	0	1	1	0	0	B
4122a	0	0	1	1	1	1	1	0	0	B
4124a	0	0	1	0	0	1	0	1	0	DL
4128a	1	0	1	1	0	1	0	0	0	B
4129a	0	0	1	0	0	1	0	0	0	DL
4130a	0	0	1	0	0	1	0	0	0	DL
4131a	0	0	1	0	0	1	1	0	0	B
4138a	0	0	1	0	0	1	0	0	0	B
4139a	1	0	1	1	0	1	0	0	0	B
4143a	1	0	1	1	0	1	0	0	0	B
4144a	1	0	1	0	0	0	1	0	0	B
4150a	1	0	1	1	0	1	0	0	0	DL
4151a	0	0	1	0	0	1	1	0	0	B
4153a	0	0	1	0	0	1	0	0	0	DL
4158a	0	1	1	0	0	0	1	0	0	B
4159a	1	0	1	1	0	0	1	0	0	DL
4160a	0	1	1	0	0	1	0	0	0	B
4161a	1	0	1	1	0	0	0	1	0	B
4166a	0	0	1	0	0	1	1	0	0	B
4167a	0	0	1	0	0	1	1	0	0	B
4169a	0	0	1	0	0	1	1	0	0	B
4170a	0	0	1	0	0	1	1	0	1	B
4171a	0	0	1	0	0	1	0	0	0	B
4172a	0	0	1	0	0	1	1	0	0	S
4175a	1	0	1	1	0	1	0	0	0	B
4177a	1	0	1	1	0	1	0	1	0	N
4180a	0	0	1	0	0	1	0	1	0	B
4182a	1	0	1	1	0	1	0	0	0	B
4184a	1	0	1	1	0	1	0	0	0	B
4186a	0	0	1	0	0	1	0	0	0	B
4188a	1	0	1	0	0	0	1	0	0	B
4189a	1	0	1	0	0	1	0	0	0	S
4190a	1	0	1	1	0	0	1	0	0	S
4192a	1	0	1	0	0	1	0	0	0	DL
4198a	1	0	1	0	0	1	0	0	0	DL
4200a	0	0	1	0	0	1	0	0	0	DL
4201a	0	0	1	0	0	1	0	0	0	B
4203a	1	0	1	0	0	1	0	1	0	B
4204a	1	0	1	1	0	1	1	0	0	B
4206a	1	1	1	1	0	1	0	1	0	DL
4208a	1	0	1	1	0	1	0	0	0	N
4210a	0	1	1	0	0	1	0	0	0	DL
4211a	1	0	1	1	0	1	0	0	0	B
4215a	0	0	1	0	0	1	0	0	0	B
4217a	1	0	1	1	0	1	0	1	0	DL
4218a	0	0	1	0	0	1	0	0	0	B
4222a	0	0	1	0	0	1	0	0	0	N
4224a	0	0	1	0	0	0	0	0	0	B
4225a	1	0	1	0	0	0	1	0	0	B
4226a	0	0	1	1	0	0	0	0	0	B
4227a	0	0	1	0	0	0	0	0	0	B
4229a	0	0	1	0	0	1	0	0	0	DL
4230a	0	0	1	0	0	1	0	0	0	B
4233a	1	0	1	0	0	0	0	0	1	B
4234a	1	0	1	0	0	0	1	0	0	B
4237a	0	1	1	0	0	1	0	0	0	DL
4240a	1	0	1	1	0	1	0	0	0	B
4241a	0	1	1	0	0	1	0	0	0	B
4243a	0	1	1	0	0	0	1	0	0	B
4245a	0	0	1	0	0	1	1	0	0	B
4249a	1	0	1	0	0	1	0	0	0	B
4250a	0	0	1	0	0	1	0	0	0	N
4255a	1	0	1	1	0	1	0	0	0	B
4256a	0	0	1	0	0	1	0	0	0	B
4258a	0	0	1	0	0	1	0	0	0	B
4261a	0	0	1	0	0	1	0	1	0	DL
4262a	1	0	1	0	0	0	0	0	1	B
4263a	1	0	1	0	0	1	0	0	0	B
4264a	1	0	1	0	0	1	0	0	0	B
4268a	0	0	1	0	0	1	1	0	0	S
4270a	0	0	1	0	0	1	1	0	0	DL
4271a	1	0	1	1	0	1	1	0	0	N
4273a	0	0	1	0	0	1	1	0	0	S
4276a	0	0	1	1	0	1	0	0	0	B
4278a	0	0	1	0	0	1	0	0	1	S
4281a	0	0	1	0	0	0	0	1	0	DL
4285a	1	0	1	1	0	1	0	0	0	B
4286a	0	0	1	0	0	1	0	1	0	B
4292a	0	0	1	0	0	1	0	0	0	DL
4293a	0	0	1	0	0	1	0	0	0	B
4294a	1	0	1	0	0	1	0	0	0	S
4296a	0	0	1	1	0	1	0	0	0	B
4297a	0	0	1	0	0	1	0	0	0	N
4298a	1	0	1	1	0	1	0	0	0	B
4300a	1	0	1	0	0	1	0	0	0	S
4302a	0	0	1	0	1	1	0	0	0	B
4303a	0	0	1	1	1	1	0	0	0	DL
4309a	1	0	1	1	0	0	0	0	1	DL
4310a	0	0	1	0	0	1	0	0	1	DL
4311a	0	0	1	0	0	1	1	0	0	S
4313a	0	0	1	0	0	1	0	1	0	B
4314a	0	0	1	0	0	1	0	0	1	S
4317a	0	0	1	0	0	1	0	0	1	DL
4319a	0	0	1	0	0	1	0	0	1	DL
4324a	1	0	1	1	0	1	0	0	0	B
4326a	0	0	1	0	0	1	0	0	0	N
4327a	1	0	1	1	0	1	0	0	0	B
4331a	1	0	1	0	0	1	0	0	0	B
4332a	0	0	1	0	0	1	0	0	0	B
4333a	0	0	1	0	0	1	0	1	0	S
4334a	0	0	1	0	0	1	0	0	1	N
4337a	0	0	1	0	0	1	0	0	0	B
4343a	1	0	1	1	0	1	0	0	0	B
4345a	1	0	1	1	0	1	0	1	0	B
4352a	1	0	1	1	0	1	0	0	0	B
4353a	0	0	1	0	0	0	0	1	0	B
4355a	0	0	1	0	0	0	0	0	0	B
4356a	0	0	1	1	0	0	0	0	0	B
4358a	0	0	1	1	0	0	0	0	0	B
4362a	0	1	1	0	0	1	0	0	0	N
4366a	0	0	1	1	0	1	0	1	0	DL
4367a	0	0	1	1	0	1	0	1	0	B
4368a	1	0	1	1	0	1	1	0	0	B
4372a	1	0	1	1	0	1	0	0	0	B
4373a	0	1	1	0	0	1	0	0	0	DL
4374a	1	0	1	1	0	1	0	1	0	B
4375a	0	1	1	0	0	1	0	0	0	B
4380a	0	1	1	0	0	1	0	0	0	DL
4383a	1	0	1	1	0	1	0	0	0	B
4389a	0	1	1	0	0	1	0	0	0	DL
4391a	0	0	1	0	0	1	1	0	0	N
4397a	0	0	1	0	0	1	1	0	0	DL
4399a	1	0	1	1	0	1	0	0	0	B
4400a	0	1	1	0	0	1	0	0	0	DL
4402a	0	1	1	0	0	1	0	0	0	DL
4403a	1	0	1	1	0	1	0	0	0	B
4404a	0	1	1	0	0	1	0	0	0	DL
4405a	1	0	1	1	0	1	0	0	0	B
4406a	0	0	1	0	0	1	0	0	0	B
4409a	0	0	1	0	0	1	0	0	0	B
4413a	1	0	1	0	0	0	1	0	0	B
4415a	1	0	1	0	0	0	0	0	0	B
4416a	0	0	1	0	0	1	0	0	0	DL
4419a	0	0	1	0	0	1	1	0	0	N
4420a	1	0	1	0	0	1	0	0	0	B
4421a	1	0	1	0	0	0	1	0	0	B
4422a	1	0	1	0	0	1	0	0	0	B
4423a	1	0	1	1	0	0	1	0	0	B
4424a	1	0	1	0	0	0	0	1	0	B
4425a	1	0	1	0	0	1	0	0	0	B
4427a	0	0	1	0	0	0	0	1	0	B
4428a	1	0	1	1	0	1	0	0	0	B
4430a	1	0	1	1	0	0	0	0	1	DL
4433a	0	0	1	0	0	0	0	0	1	DL
4434a	0	0	1	0	0	1	0	0	0	B
4436a	0	0	1	0	0	1	0	0	0	B
4437a	1	0	1	1	0	1	0	0	0	B
4438a	0	0	1	0	0	1	0	0	1	DL
4441a	1	0	1	1	0	0	0	0	0	B
4444a	0	0	1	1	0	1	0	0	0	B
4448a	1	0	1	1	0	1	0	0	0	DL
4449a	0	0	1	0	0	1	0	1	0	DL
4450a	1	0	1	1	0	1	0	0	0	DL
4451a	0	0	1	0	0	1	0	0	0	DL
4452a	0	0	1	0	0	1	0	0	0	DL
4453a	1	0	1	1	0	1	0	0	0	B
4455a	1	0	1	1	0	1	0	0	0	B
4456a	1	0	1	0	0	1	0	0	0	B
4459a	1	0	1	1	0	1	0	0	0	B
4460a	0	0	1	0	0	1	0	0	0	B
4461a	0	0	1	0	0	1	0	0	0	B
4462a	1	0	1	1	0	1	0	0	0	B
4463a	0	0	1	0	0	1	0	1	0	B
4465a	0	0	1	0	0	1	0	0	0	DL
4466a	1	0	1	0	0	1	0	0	0	DL
4467a	0	0	1	0	0	1	1	0	0	B
4470a	0	0	1	0	0	1	0	1	0	B
4474a	1	0	1	0	0	0	0	1	0	B
4475a	1	0	1	0	0	0	0	1	0	B
4476a	1	0	1	0	0	1	0	0	0	B
4478a	1	0	1	0	0	0	1	0	0	B
4479a	0	0	1	0	0	1	1	0	0	DL
4480a	1	0	1	1	0	1	0	0	0	B
4482a	1	0	1	1	0	1	0	0	0	B
4483a	1	0	1	0	0	1	0	0	0	B
4484a	1	0	1	0	0	1	0	0	0	B
4485a	0	0	1	0	0	0	1	0	0	B
4488a	0	0	1	0	0	1	0	0	0	N
4489a	1	0	1	1	0	1	0	0	0	B
4491a	0	0	1	0	0	0	0	0	1	DL
4493a	0	0	1	0	0	0	0	0	1	DL
4494a	0	0	1	0	0	1	0	0	0	B
4495a	1	0	1	1	0	1	0	0	0	N
4496a	0	0	1	0	0	1	0	0	0	DL
4499a	0	1	1	0	0	1	0	0	0	DL
4500a	0	0	1	0	0	1	0	0	0	DL
4502a	1	0	1	0	0	1	0	0	0	B
4504a	1	0	1	0	0	1	0	0	0	B
4506a	1	0	1	0	0	1	0	0	0	B
4508a	0	1	1	0	0	1	0	0	1	S
4510a	0	1	1	0	0	1	0	1	0	DL
4512a	1	0	1	0	0	0	0	1	0	B
4518a	1	0	1	1	0	1	0	0	0	B
4521a	0	1	1	0	0	1	0	0	0	B
4527a	1	0	1	0	0	1	0	0	0	B
4528a	0	0	1	0	0	1	0	0	0	B
4532a	0	0	1	0	0	1	0	0	0	DL
4535a	0	0	1	0	0	1	0	0	0	B
4536a	1	0	1	1	0	1	0	0	0	B
4537a	0	0	1	0	0	1	0	0	0	B
4538a	1	0	1	1	0	1	0	0	0	B
4539a	0	0	1	0	0	1	0	0	0	S
4542a	0	0	1	1	0	1	0	0	0	S
4543a	0	0	1	0	0	1	0	0	0	B
4547a	1	0	1	1	0	1	0	0	0	B
4548a	0	1	1	0	0	1	0	0	0	B
4550a	0	1	1	0	0	1	0	0	0	B
4552a	0	0	1	0	0	1	0	0	1	S
4554a	0	0	1	0	0	1	0	0	1	S
4555a	0	0	1	0	0	1	0	1	0	DL
4557a	1	0	1	0	0	0	0	1	0	B
4560a	0	0	1	0	0	1	1	0	0	B
4561a	0	0	1	0	0	0	1	0	0	B
4563a	1	0	1	1	0	1	0	0	0	B
4566a	0	0	1	0	0	0	0	1	0	B
4568a	0	0	1	0	0	0	1	0	0	DL
4571a	1	0	1	0	0	1	0	0	0	B
4572a	0	0	1	1	0	1	0	0	0	B
4575a	1	0	1	0	0	0	0	1	0	B
4576a	1	0	1	1	0	0	1	0	0	B
4577a	0	0	1	0	0	0	0	0	0	B
4578a	1	0	1	0	0	0	0	1	0	B
4582a	0	1	1	0	0	1	0	0	0	DL
4584a	0	1	1	0	0	1	0	0	0	S
4586a	0	1	1	0	0	1	0	0	0	DL
4587a	1	0	1	1	0	1	0	0	0	B
4589a	0	0	1	0	0	0	0	0	0	DL
4591a	0	0	1	0	0	0	0	1	0	DL
4592a	1	0	1	1	0	1	0	0	0	B
4593a	1	0	1	0	0	0	1	0	0	B
4594a	1	0	1	0	0	0	1	0	0	B
4598a	0	1	1	0	0	1	0	0	0	DL
4600a	1	0	1	0	0	1	0	1	0	B
4602a	0	0	1	0	0	1	1	0	0	DL
4603a	1	0	1	1	0	1	0	0	0	N
4604a	1	1	1	0	0	1	1	0	0	DL
4618a	0	0	1	0	0	1	0	1	0	N
4620a	0	0	1	0	0	1	0	1	0	B
4621a	0	0	1	1	0	1	0	1	0	B
4622a	0	0	1	0	0	1	0	1	0	B
4623a	1	0	1	1	0	1	0	0	0	B
4624a	0	0	1	0	0	1	0	1	0	B
4625a	0	1	1	0	0	1	0	0	0	DL
4627a	0	0	1	0	0	1	0	0	0	N
4628a	1	0	1	1	0	1	0	0	0	B
4629a	1	0	1	0	0	1	0	0	0	B
4631a	1	0	1	0	0	1	0	0	0	B
4639a	1	0	1	1	0	1	0	0	0	DL
4640a	0	1	1	0	0	1	1	0	0	B
4641a	1	0	1	1	0	1	0	0	0	DL
4642a	0	0	1	0	0	1	0	0	0	DL
4645a	0	0	1	0	0	1	0	0	0	DL
4647a	0	0	1	0	0	1	0	1	0	B
4649a	0	0	1	0	0	1	0	1	0	B
4654a	0	0	1	0	0	1	0	0	0	S
4655a	1	0	1	1	0	1	0	0	0	B
4657a	1	0	1	1	0	0	0	1	0	B
4658a	1	0	1	0	0	1	0	0	0	B
4667a	0	0	1	0	0	1	0	0	0	DL
4670a	0	0	1	0	0	1	0	0	0	N
4672a	0	0	1	0	0	1	0	0	0	N
4675a	1	0	1	0	0	1	1	1	0	DL
4677a	0	0	1	0	0	0	1	1	0	B
4678a	0	0	1	0	0	0	1	1	0	S
4682a	1	0	1	1	0	1	0	0	0	B
4684a	1	0	1	1	0	1	0	0	0	B
4690a	0	0	1	0	0	1	0	0	0	B
4691a	0	0	1	0	0	1	0	0	1	S
4692a	0	0	1	0	0	1	0	0	0	B
4693a	0	0	1	0	0	1	0	0	1	DL
4694a	0	0	1	0	0	1	0	1	0	DL
4695a	0	0	1	0	0	1	0	1	0	DL
4698a	1	0	1	0	0	1	0	0	0	B
4703a	0	0	1	0	0	1	0	1	0	B
4704a	0	0	1	0	0	1	0	0	0	B
4705a	0	0	1	0	0	1	1	0	0	B
4706a	0	0	1	1	0	1	1	0	0	B
4708a	1	0	1	0	0	1	0	1	0	B
4709a	1	0	1	1	0	1	0	0	0	B
4714a	0	0	1	0	0	1	0	1	0	S
4715a	1	0	1	1	0	1	1	0	0	S
4719a	0	0	1	0	0	1	0	0	0	N
4721a	1	0	1	1	0	1	0	0	0	B
4722a	1	0	1	0	0	0	0	1	0	B
4723a	1	0	1	1	0	0	0	1	0	B
4726a	1	0	1	0	0	0	0	1	0	B
4727a	1	0	1	0	0	0	1	0	0	B
4730a	0	0	1	0	0	1	0	0	0	B
4732a	0	0	1	0	0	1	0	0	0	B
4733a	0	0	1	1	0	1	0	0	0	B
4736a	0	0	1	0	0	1	0	0	0	B
4737a	0	0	1	0	0	1	0	0	0	B
4738a	1	0	1	1	0	1	0	0	0	B
4739a	0	0	1	0	0	1	0	0	0	DL
4741a	1	0	1	0	0	0	1	0	0	S
4744a	1	0	1	0	1	1	0	1	0	B
4747a	0	0	1	0	0	1	0	1	0	DL
4748a	0	0	1	0	0	1	0	0	0	B
4749a	1	0	1	1	0	1	0	0	0	B
4750a	0	0	1	0	0	1	0	0	0	B
4751a	0	0	1	0	0	1	0	0	1	N
4754a	1	0	1	0	0	1	0	0	0	DL
4757a	0	0	1	0	0	1	0	1	0	B
4758a	0	0	1	0	0	1	0	0	0	DL
4765a	0	0	1	0	0	1	0	0	0	DL
4768a	0	0	1	0	0	1	0	1	0	B
4770a	1	0	1	0	0	0	1	0	0	B
4772a	1	0	1	0	0	1	0	0	0	B
4773a	1	0	1	0	0	1	0	0	0	B
4775a	0	1	1	0	0	1	0	0	0	DL
4778a	0	0	1	0	0	1	0	0	1	S
4779a	0	0	1	0	0	1	0	1	0	B
4781a	0	1	1	0	0	1	0	0	0	DL
4783a	0	0	1	0	0	1	0	0	0	B
4784a	0	0	1	0	1	1	1	0	0	DL
4785a	0	0	1	0	1	1	0	0	1	S
4786a	0	0	1	0	0	1	0	0	0	DL
4787a	1	0	1	1	0	1	0	0	0	B
4789a	1	0	1	1	0	0	0	1	0	B
4791a	1	0	1	0	0	1	0	0	0	B
4792a	1	0	1	0	0	1	0	0	0	B
4801a	0	0	1	0	0	1	0	0	0	B
4804a	0	1	1	0	0	1	0	0	0	N
4809a	1	0	1	1	0	1	0	0	0	DL
4818a	1	0	1	1	0	1	0	0	0	B
4827a	1	0	1	1	0	1	0	0	0	B
4828a	0	0	1	0	0	1	0	1	0	B
4829a	1	0	1	1	0	0	1	0	0	DL
